words,pos,chunk,labels,sentence_id
capital,_,O,I-THE,6
markets,_,O,I-THE,6
and,_,O,O,6
information,_,O,B-THE,6
asymmetry,_,O,I-THE,6
amongst,_,O,O,6
classes,_,O,O,6
of,_,O,O,6
investors,_,O,B-THE,6
",",_,O,O,6
as,_,O,O,6
well,_,O,O,6
as,_,O,O,6
for,_,O,O,6
public,_,O,B-THE,6
policy,_,O,I-THE,6
.,_,O,O,6
©,_,O,O,6
2015,_,O,O,6
",",_,O,O,6
Springer,_,O,O,6
Science,_,O,O,6
#ERROR!,_,O,O,6
Business,_,O,O,6
Media,_,O,O,6
Dordrecht,_,O,O,6
.,_,O,O,6
Asian,_,O,B-THE,7
workplaces,_,O,I-THE,7
are,_,O,O,7
often,_,O,O,7
characterized,_,O,O,7
by,_,O,O,7
cultures,_,O,O,7
that,_,O,O,7
require,_,O,O,7
more,_,O,O,7
overtime,_,O,B-THE,7
than,_,O,O,7
other,_,O,O,7
cultures,_,O,O,7
.,_,O,O,7
Although,_,O,O,7
predictors,_,O,O,7
for,_,O,O,7
overtime,_,O,B-THE,7
work,_,O,I-THE,7
have,_,O,O,7
been,_,O,O,7
rigorously,_,O,O,7
studied,_,O,O,7
",",_,O,O,7
it,_,O,O,7
is,_,O,O,7
still,_,O,O,7
meaningful,_,O,O,7
to,_,O,O,7
investigate,_,O,O,7
specific,_,O,O,7
aspects,_,O,O,7
of,_,O,O,7
Eastern,_,O,B-THE,7
cultural,_,O,I-THE,7
values,_,O,I-THE,7
that,_,O,O,7
stem,_,O,O,7
from,_,O,O,7
Confucian,_,O,B-THE,7
ethics,_,O,I-THE,7
and,_,O,O,7
may,_,O,O,7
influence,_,O,O,7
overtime,_,O,B-THE,7
work,_,O,I-THE,7
among,_,O,O,7
Asian,_,O,B-THE,7
employees,_,O,I-THE,7
.,_,O,O,7
We,_,O,O,7
suggest,_,O,O,7
that,_,O,O,7
four,_,O,O,7
major,_,O,O,7
Confucian,_,O,B-THE,7
orientations,_,O,I-THE,7
are,_,O,O,7
positively,_,O,O,7
associated,_,O,O,7
with,_,O,O,7
employees,_,O,B-THE,7
’,_,O,I-THE,7
affective,_,O,I-THE,7
and,_,O,I-THE,7
normative,_,O,I-THE,7
motives,_,O,I-THE,7
",",_,O,O,7
which,_,O,O,7
in,_,O,O,7
turn,_,O,O,7
affect,_,O,O,7
working,_,O,O,7
overtime,_,O,B-THE,7
.,_,O,O,7
This,_,O,O,7
article,_,O,O,7
extends,_,O,O,7
management,_,O,O,7
literature,_,O,O,7
on,_,O,O,7
the,_,O,O,7
subjects,_,O,O,7
of,_,O,O,7
cultural,_,O,B-THE,7
ethics,_,O,I-THE,7
and,_,O,O,7
workaholism,_,O,B-THE,7
.,_,O,O,7
It,_,O,O,7
also,_,O,O,7
suggests,_,O,O,7
how,_,O,O,7
Eastern,_,O,B-THE,7
cultural,_,O,I-THE,7
values,_,O,I-THE,7
lead,_,O,O,7
to,_,O,O,7
working,_,O,O,7
overtime,_,O,B-THE,7
.,_,O,O,7
We,_,O,O,7
hope,_,O,O,7
that,_,O,O,7
our,_,O,O,7
research,_,O,O,7
effort,_,O,O,7
on,_,O,O,7
Confucian,_,O,B-THE,7
cultural,_,O,I-THE,7
value,_,O,I-THE,7
and,_,O,O,7
its,_,O,O,7
associations,_,O,O,7
with,_,O,O,7
other,_,O,O,7
managerial,_,O,B-THE,7
outcomes,_,O,I-THE,7
and,_,O,O,7
theories,_,O,O,7
is,_,O,O,7
a,_,O,O,7
small,_,O,O,7
cornerstone,_,O,O,7
that,_,O,O,7
allows,_,O,O,7
management,_,O,O,7
researchers,_,O,O,7
to,_,O,O,7
explore,_,O,O,7
interesting,_,O,O,7
and,_,O,O,7
meaningful,_,O,O,7
ways,_,O,O,7
to,_,O,O,7
apply,_,O,O,7
Confucian,_,O,B-THE,7
culture,_,O,I-THE,7
and,_,O,I-THE,7
orientations,_,O,I-THE,7
in,_,O,O,7
the,_,O,O,7
workplace,_,O,O,7
.,_,O,O,7
©,_,O,O,7
2015,_,O,O,7
",",_,O,O,7
Springer,_,O,O,7
Science,_,O,O,7
#ERROR!,_,O,O,7
Business,_,O,O,7
Media,_,O,O,7
Dordrecht,_,O,O,7
.,_,O,O,7
This,_,O,O,8
paper,_,O,O,8
investigates,_,O,O,8
the,_,O,O,8
impact,_,O,O,8
of,_,O,O,8
negative,_,O,B-THE,8
screening,_,O,I-THE,8
on,_,O,O,8
the,_,O,O,8
investment,_,O,B-THE,8
universe,_,O,I-THE,8
as,_,O,O,8
well,_,O,O,8
as,_,O,O,8
on,_,O,O,8
financial,_,O,B-THE,8
performance,_,O,I-THE,8
.,_,O,O,8
We,_,O,O,8
come,_,O,O,8
up,_,O,O,8
with,_,O,O,8
a,_,O,O,8
novel,_,O,O,8
identification,_,O,O,8
process,_,O,O,8
and,_,O,O,8
as,_,O,O,8
such,_,O,O,8
depart,_,O,O,8
from,_,O,O,8
mainstream,_,O,O,8
socially,_,O,B-THE,8
responsible,_,O,I-THE,8
investing,_,O,I-THE,8
literature,_,O,O,8
by,_,O,O,8
concentrating,_,O,O,8
on,_,O,O,8
individual,_,O,B-THE,8
firms,_,O,I-THE,8
’,_,O,I-THE,8
conduct,_,O,I-THE,8
and,_,O,O,8
by,_,O,O,8
studying,_,O,O,8
a,_,O,O,8
much,_,O,O,8
wider,_,O,O,8
range,_,O,O,8
of,_,O,O,8
issues,_,O,O,8
.,_,O,O,8
Firstly,_,O,O,8
",",_,O,O,8
we,_,O,O,8
study,_,O,O,8
the,_,O,O,8
size,_,O,B-THE,8
and,_,O,O,8
financial,_,O,B-THE,8
performance,_,O,I-THE,8
of,_,O,O,8
fourteen,_,O,B-THE,8
potentially,_,O,I-THE,8
controversial,_,O,I-THE,8
issues,_,O,I-THE,8
:,_,O,O,8
abortion,_,O,B-THE,8
",",_,O,O,8
adult,_,O,B-THE,8
entertainment,_,O,I-THE,8
",",_,O,O,8
alcohol,_,O,B-THE,8
",",_,O,O,8
animal,_,O,B-THE,8
testing,_,O,I-THE,8
",",_,O,O,8
contraceptives,_,O,B-THE,8
",",_,O,O,8
controversial,_,O,B-THE,8
weapons,_,O,I-THE,8
",",_,O,O,8
fur,_,O,B-THE,8
",",_,O,O,8
gambling,_,O,B-THE,8
",",_,O,O,8
genetic,_,O,B-THE,8
engineering,_,O,I-THE,8
",",_,O,O,8
meat,_,O,I-THE,8
",",_,O,O,8
nuclear,_,O,I-THE,8
power,_,O,I-THE,8
",",_,O,O,8
pork,_,O,I-THE,8
",",_,O,O,8
(,_,O,B-THE,8
embryonic,_,O,I-THE,8
),_,O,I-THE,8
stem,_,O,I-THE,8
cells,_,O,I-THE,8
",",_,O,O,8
and,_,O,O,8
tobacco,_,O,B-THE,8
.,_,O,O,8
We,_,O,O,8
investigate,_,O,O,8
an,_,O,O,8
international,_,O,O,8
sample,_,O,O,8
of,_,O,O,8
more,_,O,O,8
than,_,O,O,8
1600,_,O,B-THE,8
stocks,_,O,I-THE,8
for,_,O,O,8
more,_,O,O,8
than,_,O,O,8
twenty,_,O,O,8
years,_,O,O,8
.,_,O,O,8
We,_,O,O,8
then,_,O,O,8
analyze,_,O,O,8
the,_,O,O,8
impact,_,O,O,8
of,_,O,O,8
applying,_,O,O,8
negative,_,O,B-THE,8
screens,_,O,I-THE,8
to,_,O,O,8
a,_,O,O,8
market,_,O,B-THE,8
portfolio,_,O,I-THE,8
.,_,O,O,8
Our,_,O,O,8
findings,_,O,O,8
suggest,_,O,O,8
that,_,O,O,8
the,_,O,O,8
choice,_,O,O,8
for,_,O,O,8
negative,_,O,B-THE,8
screening,_,O,I-THE,8
strategies,_,O,I-THE,8
does,_,O,O,8
matter,_,O,O,8
for,_,O,O,8
the,_,O,O,8
size,_,O,O,8
of,_,O,O,8
the,_,O,O,8
investment,_,O,B-THE,8
universe,_,O,I-THE,8
as,_,O,O,8
well,_,O,O,8
as,_,O,O,8
for,_,O,O,8
risk-adjusted,_,O,B-THE,8
return,_,O,I-THE,8
performance,_,O,I-THE,8
.,_,O,O,8
Investing,_,O,O,8
in,_,O,O,8
controversial,_,O,B-THE,8
stocks,_,O,I-THE,8
in,_,O,O,8
many,_,O,O,8
cases,_,O,O,8
results,_,O,O,8
in,_,O,O,8
additional,_,O,B-THE,8
risk-adjusted,_,O,I-THE,8
returns,_,O,I-THE,8
",",_,O,O,8
whereas,_,O,O,8
excluding,_,O,O,8
them,_,O,O,8
may,_,O,O,8
reduce,_,O,O,8
financial,_,O,B-THE,8
performance,_,O,I-THE,8
.,_,O,O,8
These,_,O,O,8
findings,_,O,O,8
suggest,_,O,O,8
that,_,O,O,8
there,_,O,O,8
are,_,O,O,8
opportunity,_,O,B-THE,8
costs,_,O,I-THE,8
to,_,O,O,8
negative,_,O,B-THE,8
screening,_,O,I-THE,8
.,_,O,O,8
©,_,O,O,8
2015,_,O,O,8
",",_,O,O,8
The,_,O,O,8
Author,_,O,O,8
(,_,O,O,8
s,_,O,O,8
),_,O,O,8
.,_,O,O,8
Media,_,O,O,9
increasingly,_,O,O,9
accuse,_,O,O,9
firms,_,O,O,9
of,_,O,O,9
exploiting,_,O,B-THE,9
suppliers,_,O,I-THE,9
",",_,O,O,9
and,_,O,O,9
these,_,O,O,9
allegations,_,O,O,9
often,_,O,O,9
result,_,O,O,9
in,_,O,O,9
lurid,_,O,O,9
headlines,_,O,O,9
that,_,O,O,9
threaten,_,O,O,9
the,_,O,O,9
reputations,_,O,B-THE,9
and,_,O,O,9
therefore,_,O,O,9
business,_,O,B-THE,9
successes,_,O,I-THE,9
of,_,O,O,9
these,_,O,O,9
firms,_,O,O,9
.,_,O,O,9
Neither,_,O,O,9
has,_,O,O,9
the,_,O,O,9
phenomenon,_,O,O,9
of,_,O,O,9
supplier,_,O,B-THE,9
exploitation,_,O,I-THE,9
been,_,O,O,9
investigated,_,O,O,9
from,_,O,O,9
a,_,O,O,9
rigorous,_,O,O,9
",",_,O,O,9
ethical,_,O,B-THE,9
standpoint,_,O,I-THE,9
",",_,O,O,9
nor,_,O,O,9
have,_,O,O,9
answers,_,O,O,9
been,_,O,O,9
provided,_,O,O,9
regarding,_,O,O,9
why,_,O,O,9
some,_,O,O,9
firms,_,O,O,9
pursue,_,O,O,9
exploitative,_,O,B-THE,9
approaches,_,O,I-THE,9
.,_,O,O,9
By,_,O,O,9
systemically,_,O,O,9
contrasting,_,O,O,9
economic,_,O,B-THE,9
liberalism,_,O,I-THE,9
and,_,O,O,9
just,_,O,O,9
prices,_,O,O,9
as,_,O,O,9
two,_,O,O,9
divergent,_,O,O,9
perspectives,_,O,O,9
on,_,O,O,9
supplier,_,O,B-THE,9
exploitation,_,O,I-THE,9
",",_,O,O,9
we,_,O,O,9
introduce,_,O,O,9
a,_,O,O,9
distinction,_,O,O,9
of,_,O,O,9
common,_,O,B-THE,9
business,_,O,I-THE,9
practice,_,O,I-THE,9
and,_,O,O,9
unethical,_,O,B-THE,9
supplier,_,O,I-THE,9
exploitation,_,O,I-THE,9
.,_,O,O,9
Since,_,O,O,9
supplier,_,O,B-THE,9
exploitation,_,O,I-THE,9
is,_,O,O,9
based,_,O,O,9
on,_,O,O,9
power,_,O,B-THE,9
",",_,O,O,9
we,_,O,O,9
elucidate,_,O,O,9
several,_,O,O,9
levels,_,O,O,9
of,_,O,O,9
power,_,O,B-THE,9
as,_,O,O,9
antecedents,_,O,O,9
and,_,O,O,9
investigate,_,O,O,9
the,_,O,O,9
role,_,O,O,9
of,_,O,O,9
ethical,_,O,B-THE,9
climate,_,O,I-THE,9
as,_,O,O,9
a,_,O,O,9
moderator,_,O,O,9
.,_,O,O,9
This,_,O,O,9
study,_,O,O,9
extends,_,O,O,9
Victor,_,O,B-THE,9
and,_,O,I-THE,9
Cullen,_,O,I-THE,9
’,_,O,B-THE,9
s,_,O,I-THE,9
(,_,O,O,9
1988,_,O,O,9
),_,O,O,9
ethical,_,O,B-THE,9
climate,_,O,I-THE,9
matrix,_,O,I-THE,9
according,_,O,O,9
to,_,O,O,9
a,_,O,O,9
supply,_,O,B-THE,9
chain,_,O,I-THE,9
dimension,_,O,I-THE,9
and,_,O,O,9
is,_,O,O,9
summarized,_,O,O,9
in,_,O,O,9
an,_,O,O,9
integrated,_,O,O,9
",",_,O,O,9
conceptual,_,O,O,9
model,_,O,O,9
of,_,O,O,9
five,_,O,O,9
propositions,_,O,O,9
for,_,O,O,9
future,_,O,O,9
theory,_,O,O,9
testing,_,O,O,9
.,_,O,O,9
Results,_,O,O,9
provide,_,O,O,9
a,_,O,O,9
frame,_,O,O,9
of,_,O,O,9
reference,_,O,O,9
for,_,O,O,9
executives,_,O,O,9
and,_,O,O,9
scholars,_,O,O,9
",",_,O,O,9
who,_,O,O,9
can,_,O,O,9
now,_,O,O,9
delineate,_,O,O,9
unethical,_,O,B-THE,9
exploitation,_,O,I-THE,9
and,_,O,O,9
understand,_,O,O,9
important,_,O,O,9
antecedents,_,O,O,9
of,_,O,O,9
the,_,O,O,9
phenomenon,_,O,O,9
better,_,O,O,9
.,_,O,O,9
©,_,O,O,9
2015,_,O,O,9
",",_,O,O,9
Springer,_,O,O,9
Science,_,O,O,9
#ERROR!,_,O,O,9
Business,_,O,O,9
Media,_,O,O,9
Dordrecht,_,O,O,9
.,_,O,O,9
This,_,O,O,10
study,_,O,O,10
examines,_,O,O,10
consumer,_,O,B-THE,10
reactions,_,O,I-THE,10
to,_,O,O,10
the,_,O,O,10
food,_,O,B-THE,10
industry,_,O,I-THE,10
’,_,O,O,10
s,_,O,O,10
environmental,_,O,B-THE,10
corporate,_,O,I-THE,10
social,_,O,I-THE,10
responsibility,_,O,I-THE,10
(,_,O,I-THE,10
CSR,_,O,I-THE,10
),_,O,I-THE,10
by,_,O,O,10
varying,_,O,O,10
levels,_,O,O,10
of,_,O,O,10
CSR,_,O,B-THE,10
and,_,O,O,10
price,_,O,B-THE,10
as,_,O,O,10
CSR,_,O,B-THE,10
tradeoffs,_,O,I-THE,10
.,_,O,O,10
Findings,_,O,O,10
reveal,_,O,O,10
that,_,O,O,10
proactive,_,O,B-THE,10
CSR,_,O,I-THE,10
programs,_,O,I-THE,10
generate,_,O,O,10
more,_,O,O,10
favorable,_,O,O,10
attitudes,_,O,O,10
toward,_,O,O,10
and,_,O,O,10
stronger,_,O,O,10
intent,_,O,B-THE,10
to,_,O,I-THE,10
purchase,_,O,I-THE,10
from,_,O,O,10
the,_,O,O,10
company,_,O,O,10
compared,_,O,O,10
to,_,O,O,10
passive,_,O,B-THE,10
CSR,_,O,I-THE,10
programs,_,O,I-THE,10
.,_,O,O,10
Supportive,_,O,B-THE,10
communication,_,O,I-THE,10
intention,_,O,I-THE,10
also,_,O,O,10
increases,_,O,O,10
with,_,O,O,10
CSR,_,O,B-THE,10
level,_,O,O,10
in,_,O,O,10
the,_,O,O,10
low,_,O,B-THE,10
price,_,O,I-THE,10
condition,_,O,I-THE,10
.,_,O,O,10
Regarding,_,O,O,10
the,_,O,O,10
impact,_,O,O,10
of,_,O,O,10
price,_,O,B-THE,10
",",_,O,O,10
respondents,_,O,O,10
showed,_,O,O,10
more,_,O,O,10
positive,_,O,O,10
attitudes,_,O,O,10
toward,_,O,O,10
a,_,O,O,10
company,_,O,O,10
that,_,O,O,10
charges,_,O,O,10
cheaper,_,O,B-THE,10
prices,_,O,I-THE,10
in,_,O,O,10
general,_,O,O,10
.,_,O,O,10
However,_,O,O,10
",",_,O,O,10
when,_,O,O,10
a,_,O,O,10
company,_,O,O,10
demonstrates,_,O,O,10
proactive,_,O,B-THE,10
initiatives,_,O,I-THE,10
",",_,O,O,10
respondents,_,O,O,10
did,_,O,O,10
not,_,O,O,10
distinguish,_,O,O,10
between,_,O,O,10
prices,_,O,B-THE,10
and,_,O,O,10
showed,_,O,O,10
generally,_,O,O,10
positive,_,O,O,10
intent,_,O,O,10
to,_,O,O,10
support,_,O,O,10
and,_,O,O,10
intent,_,O,B-THE,10
to,_,O,I-THE,10
purchase,_,O,I-THE,10
from,_,O,O,10
the,_,O,O,10
company,_,O,O,10
.,_,O,O,10
When,_,O,O,10
a,_,O,O,10
company,_,O,O,10
practices,_,O,O,10
passive,_,O,B-THE,10
CSR,_,O,I-THE,10
and,_,O,O,10
offers,_,O,O,10
cheaper,_,O,B-THE,10
products,_,O,I-THE,10
",",_,O,O,10
respondents,_,O,O,10
showed,_,O,O,10
the,_,O,O,10
weakest,_,O,O,10
supportive,_,O,B-THE,10
and,_,O,I-THE,10
purchase,_,O,I-THE,10
intentions,_,O,I-THE,10
.,_,O,O,10
©,_,O,O,10
2015,_,O,O,10
",",_,O,O,10
Springer,_,O,O,10
Science,_,O,O,10
#ERROR!,_,O,O,10
Business,_,O,O,10
Media,_,O,O,10
B.V,_,O,O,10
.,_,O,O,10
Fairness,_,O,B-THE,11
and,_,O,O,11
justice,_,O,B-THE,11
are,_,O,O,11
core,_,O,O,11
issues,_,O,O,11
in,_,O,O,11
stakeholder,_,O,B-THE,11
theory,_,O,I-THE,11
.,_,O,O,11
Although,_,O,O,11
such,_,O,O,11
considerations,_,O,O,11
receive,_,O,O,11
more,_,O,O,11
attention,_,O,O,11
in,_,O,O,11
the,_,O,O,11
‘,_,O,O,11
normative,_,O,B-THE,11
’,_,O,O,11
branch,_,O,O,11
of,_,O,O,11
the,_,O,O,11
stakeholder,_,O,O,11
literature,_,O,O,11
",",_,O,O,11
they,_,O,O,11
have,_,O,O,11
critical,_,O,O,11
implications,_,O,O,11
for,_,O,O,11
‘,_,O,B-THE,11
instrumental,_,O,I-THE,11
’,_,O,I-THE,11
stakeholder,_,O,I-THE,11
theory,_,O,I-THE,11
as,_,O,O,11
well,_,O,O,11
.,_,O,O,11
In,_,O,O,11
research,_,O,O,11
in,_,O,O,11
the,_,O,O,11
instrumental,_,O,O,11
vein,_,O,O,11
",",_,O,O,11
although,_,O,O,11
the,_,O,O,11
position,_,O,O,11
has,_,O,O,11
seldom,_,O,O,11
been,_,O,O,11
articulated,_,O,O,11
in,_,O,O,11
significant,_,O,O,11
detail,_,O,O,11
",",_,O,O,11
a,_,O,O,11
stakeholder,_,O,B-THE,11
’,_,O,I-THE,11
s,_,O,I-THE,11
inclination,_,O,I-THE,11
to,_,O,O,11
take,_,O,O,11
action,_,O,O,11
against,_,O,O,11
the,_,O,O,11
firm,_,O,O,11
or,_,O,O,11
",",_,O,O,11
conversely,_,O,O,11
",",_,O,O,11
to,_,O,O,11
cooperate,_,O,O,11
with,_,O,O,11
it,_,O,O,11
",",_,O,O,11
is,_,O,O,11
often,_,O,O,11
taken,_,O,O,11
to,_,O,O,11
be,_,O,O,11
a,_,O,O,11
function,_,O,O,11
of,_,O,O,11
its,_,O,O,11
perceptions,_,O,O,11
concerning,_,O,O,11
the,_,O,O,11
fairness,_,O,B-THE,11
or,_,O,O,11
unfairness,_,O,B-THE,11
(,_,O,O,11
or,_,O,O,11
equity,_,O,B-THE,11
or,_,O,O,11
inequity,_,O,B-THE,11
),_,O,O,11
of,_,O,O,11
the,_,O,O,11
treatment,_,O,O,11
it,_,O,O,11
receives,_,O,O,11
in,_,O,O,11
its,_,O,O,11
relationship,_,O,O,11
with,_,O,O,11
the,_,O,O,11
firm,_,O,O,11
.,_,O,O,11
Thus,_,O,O,11
",",_,O,O,11
from,_,O,O,11
various,_,O,O,11
works,_,O,O,11
in,_,O,O,11
this,_,O,O,11
domain,_,O,O,11
can,_,O,O,11
be,_,O,O,11
distilled,_,O,O,11
what,_,O,O,11
might,_,O,O,11
be,_,O,O,11
termed,_,O,O,11
a,_,O,O,11
‘,_,O,O,11
fairness-based,_,O,B-THE,11
perspective,_,O,I-THE,11
on,_,O,O,11
stakeholder,_,O,B-THE,11
behaviour,_,O,I-THE,11
’,_,O,O,11
.,_,O,O,11
This,_,O,O,11
perspective,_,O,O,11
",",_,O,O,11
as,_,O,O,11
it,_,O,O,11
currently,_,O,O,11
stands,_,O,O,11
",",_,O,O,11
assumes,_,O,O,11
a,_,O,O,11
high,_,O,O,11
degree,_,O,O,11
of,_,O,O,11
homogeneity,_,O,B-THE,11
in,_,O,I-THE,11
stakeholders,_,O,I-THE,11
’,_,O,O,11
responses,_,O,O,11
to,_,O,O,11
fair,_,O,B-THE,11
",",_,O,O,11
unfair,_,O,B-THE,11
",",_,O,O,11
or,_,O,O,11
munificent,_,O,B-THE,11
treatment,_,O,I-THE,11
by,_,O,O,11
the,_,O,O,11
firm,_,O,O,11
.,_,O,O,11
This,_,O,O,11
supposition,_,O,O,11
is,_,O,O,11
itself,_,O,O,11
typically,_,O,O,11
based,_,O,O,11
on,_,O,O,11
a,_,O,O,11
presumption,_,O,O,11
that,_,O,O,11
stakeholders,_,O,O,11
consistently,_,O,O,11
and,_,O,O,11
uniformly,_,O,O,11
adhere,_,O,O,11
to,_,O,O,11
norms,_,O,B-THE,11
of,_,O,I-THE,11
equity,_,O,I-THE,11
and,_,O,O,11
reciprocity,_,O,O,11
in,_,O,O,11
their,_,O,O,11
relationships,_,O,O,11
with,_,O,O,11
firms,_,O,O,11
.,_,O,O,11
However,_,O,O,11
",",_,O,O,11
research,_,O,O,11
developments,_,O,O,11
in,_,O,O,11
equity,_,O,B-THE,11
theory,_,O,I-THE,11
and,_,O,O,11
social,_,O,B-THE,11
exchange,_,O,I-THE,11
theory,_,O,I-THE,11
suggest,_,O,O,11
that,_,O,O,11
such,_,O,O,11
assumptions,_,O,O,11
are,_,O,O,11
likely,_,O,O,11
untenable,_,O,O,11
.,_,O,O,11
Accordingly,_,O,O,11
",",_,O,O,11
in,_,O,O,11
this,_,O,O,11
work,_,O,O,11
",",_,O,O,11
after,_,O,O,11
outlining,_,O,O,11
the,_,O,O,11
fairness-based,_,O,B-THE,11
perspective,_,O,I-THE,11
on,_,O,O,11
stakeholder,_,O,B-THE,11
behaviour,_,O,I-THE,11
",",_,O,O,11
I,_,O,O,11
undertake,_,O,O,11
to,_,O,O,11
augment,_,O,O,11
it,_,O,O,11
by,_,O,O,11
presenting,_,O,O,11
propositions,_,O,O,11
concerning,_,O,O,11
the,_,O,O,11
possible,_,O,O,11
influences,_,O,O,11
of,_,O,O,11
stakeholders,_,O,O,11
’,_,O,O,11
equity,_,O,B-THE,11
preferences,_,O,I-THE,11
and,_,O,O,11
exchange,_,O,O,11
ideologies,_,O,O,11
on,_,O,O,11
their,_,O,O,11
propensities,_,O,O,11
to,_,O,O,11
sanction,_,O,O,11
or,_,O,O,11
support,_,O,O,11
the,_,O,O,11
firm,_,O,O,11
.,_,O,O,11
Incorporating,_,O,O,11
these,_,O,O,11
stakeholder,_,O,B-THE,11
traits,_,O,I-THE,11
into,_,O,O,11
the,_,O,O,11
fairness-based,_,O,B-THE,11
perspective,_,O,I-THE,11
should,_,O,O,11
enhance,_,O,O,11
the,_,O,O,11
predictive,_,O,O,11
validity,_,O,O,11
of,_,O,O,11
its,_,O,O,11
propositions,_,O,O,11
concerning,_,O,O,11
stakeholder,_,O,B-THE,11
behaviour,_,O,I-THE,11
in,_,O,O,11
response,_,O,O,11
to,_,O,O,11
fairness,_,O,B-THE,11
or,_,O,O,11
unfairness,_,O,B-THE,11
in,_,O,O,11
the,_,O,O,11
firm–stakeholder,_,O,B-THE,11
relationship,_,O,I-THE,11
.,_,O,O,11
©,_,O,O,11
2015,_,O,O,11
",",_,O,O,11
Springer,_,O,O,11
Science,_,O,O,11
#ERROR!,_,O,O,11
Business,_,O,O,11
Media,_,O,O,11
Dordrecht,_,O,O,11
.,_,O,O,11
Analyzing,_,O,O,12
a,_,O,O,12
sample,_,O,O,12
of,_,O,O,12
13917,_,O,O,12
US,_,O,O,12
firm–years,_,O,O,12
from,_,O,O,12
1991,_,O,O,12
to,_,O,O,12
2006,_,O,O,12
",",_,O,O,12
we,_,O,O,12
find,_,O,O,12
that,_,O,O,12
more,_,O,O,12
innovative,_,O,O,12
firms,_,O,O,12
demonstrate,_,O,O,12
high,_,O,O,12
corporate,_,O,B-THE,12
social,_,O,I-THE,12
responsibility,_,O,I-THE,12
(,_,O,I-THE,12
CSR,_,O,I-THE,12
),_,O,I-THE,12
performance,_,O,I-THE,12
subsequent,_,O,O,12
to,_,O,O,12
a,_,O,O,12
successful,_,O,B-THE,12
innovation,_,O,I-THE,12
.,_,O,O,12
These,_,O,O,12
high-CSR,_,O,B-THE,12
innovative,_,O,I-THE,12
firms,_,O,I-THE,12
enjoy,_,O,O,12
significantly,_,O,O,12
higher,_,O,O,12
valuation,_,O,B-THE,12
post-innovation,_,O,I-THE,12
.,_,O,O,12
These,_,O,O,12
findings,_,O,O,12
imply,_,O,O,12
that,_,O,O,12
firms,_,O,O,12
with,_,O,O,12
demonstrated,_,O,O,12
potential,_,O,B-THE,12
growth,_,O,I-THE,12
opportunities,_,O,I-THE,12
",",_,O,O,12
as,_,O,O,12
evident,_,O,O,12
from,_,O,O,12
the,_,O,O,12
number,_,O,O,12
of,_,O,O,12
registered,_,O,O,12
patents,_,O,O,12
and,_,O,O,12
their,_,O,O,12
citations,_,O,O,12
",",_,O,O,12
benefit,_,O,O,12
by,_,O,O,12
strategically,_,O,O,12
investing,_,O,O,12
more,_,O,O,12
in,_,O,O,12
CSR,_,O,B-THE,12
activities,_,O,I-THE,12
;,_,O,O,12
that,_,O,O,12
is,_,O,O,12
",",_,O,O,12
CSR,_,O,B-THE,12
investment,_,O,I-THE,12
entails,_,O,O,12
‘,_,O,O,12
doing,_,O,O,12
well,_,O,O,12
by,_,O,O,12
[,_,O,O,12
strategically,_,O,O,12
],_,O,O,12
doing,_,O,O,12
good,_,O,O,12
.,_,O,O,12
’,_,O,O,12
©,_,O,O,12
2015,_,O,O,12
",",_,O,O,12
Springer,_,O,O,12
Science,_,O,O,12
#ERROR!,_,O,O,12
Business,_,O,O,12
Media,_,O,O,12
Dordrecht,_,O,O,12
.,_,O,O,12
This,_,O,O,13
research,_,O,O,13
replicates,_,O,O,13
Bhattacharjee,_,O,B-THE,13
et,_,O,O,13
al,_,O,O,13
.,_,O,O,13
(,_,O,O,13
J,_,O,O,13
Consum,_,O,O,13
Res,_,O,O,13
39,_,O,O,13
(,_,O,O,13
4,_,O,O,13
),_,O,O,13
:,_,O,O,13
1167,_,O,O,13
–,_,O,O,13
1184,_,O,O,13
",",_,O,O,13
2013,_,O,O,13
),_,O,O,13
moral,_,O,B-THE,13
decoupling,_,O,I-THE,13
model,_,O,I-THE,13
and,_,O,O,13
extends,_,O,O,13
the,_,O,O,13
original,_,O,O,13
along,_,O,O,13
the,_,O,O,13
dimensions,_,O,O,13
of,_,O,O,13
theory,_,O,O,13
",",_,O,O,13
method,_,O,O,13
",",_,O,O,13
and,_,O,O,13
context,_,O,O,13
.,_,O,O,13
Adopting,_,O,O,13
a,_,O,O,13
branding,_,O,B-THE,13
perspective,_,O,I-THE,13
and,_,O,O,13
focusing,_,O,O,13
on,_,O,O,13
the,_,O,O,13
corporate,_,O,B-THE,13
domain,_,O,I-THE,13
rather,_,O,O,13
than,_,O,O,13
the,_,O,O,13
public,_,O,O,13
figures,_,O,O,13
investigated,_,O,O,13
by,_,O,O,13
Bhattacharjee,_,O,B-THE,13
and,_,O,O,13
colleagues,_,O,O,13
",",_,O,O,13
this,_,O,O,13
research,_,O,O,13
examines,_,O,O,13
the,_,O,O,13
proposition,_,O,O,13
that,_,O,O,13
consumers,_,O,B-THE,13
dissociate,_,O,O,13
judgments,_,O,B-THE,13
of,_,O,I-THE,13
morality,_,O,I-THE,13
from,_,O,O,13
judgments,_,O,B-THE,13
of,_,O,I-THE,13
performance,_,O,I-THE,13
to,_,O,O,13
justify,_,O,B-THE,13
purchasing,_,O,I-THE,13
from,_,O,O,13
companies,_,O,O,13
deemed,_,O,O,13
to,_,O,O,13
